id	DBI	TOMM7	TNX	NDUFB3	group
GSM4187265	9.244741846	10.99915926	10.58237762	9.285572824	Control
GSM4187266	10.14750685	12.42467424	11.23516828	10.19414805	Control
GSM4187267	9.540137975	11.82966952	11.20511974	9.670698917	Control
GSM4187268	9.217543807	11.10412003	10.83363788	9.39939443	Control
GSM4187269	10.71100109	12.21312126	11.62395141	10.73321883	Control
GSM4187271	10.84151842	12.62034117	11.48089762	10.70893791	Control
GSM4187272	11.70265254	12.98050991	12.26861194	11.23429675	AD
GSM4187273	9.476550125	11.27989138	10.89289603	9.491012851	AD
GSM4187274	10.04892414	11.55178278	10.75919736	9.613380393	Control
GSM4187275	10.50103673	12.36557557	10.98201009	10.43978633	Control
GSM4187276	11.43839676	13.12428003	11.78749319	11.44481458	Control
GSM4187278	9.879129439	11.33001744	10.94612353	9.856495995	AD
GSM4187279	10.58771499	12.37363122	11.48040888	10.4184313	AD
GSM4187280	10.99197778	12.70603817	11.48084507	10.90950848	AD
GSM4187281	10.78680805	12.391476	11.15670515	10.37922046	AD
GSM4187282	9.597194391	10.93862241	10.87471942	9.439923046	AD
GSM4187283	9.165809368	11.2847256	10.62785277	9.751796117	AD
GSM4187286	9.195829211	10.80714692	11.20498104	9.486395723	AD
GSM4187287	10.40384416	12.31363198	10.91491289	10.29320724	Control
GSM4187288	9.335015896	11.41973762	10.5051084	9.366408981	AD
GSM4187289	9.579586541	11.30000763	10.73252354	9.543605734	Control
GSM4187290	11.16881619	13.18792664	11.16295029	11.14918677	Control
GSM4187291	9.239987373	10.43737504	10.71330602	9.576856847	AD
GSM4187293	10.72001736	12.79737058	11.32302841	10.56389076	AD
GSM4187294	10.84380842	12.95867571	11.31242535	10.90297755	AD
GSM4187296	9.082799388	10.61127122	10.85231324	9.767670534	Control
GSM4187299	11.13110832	12.54871331	11.64735617	11.02318157	AD
GSM4187300	11.28790948	12.86477219	11.57053856	10.86815787	AD
GSM4187302	11.78860491	13.33027207	11.96593436	11.42005215	Control
GSM4187304	10.36048191	12.26931893	11.16742381	9.983796256	Control
GSM4187305	9.611910849	11.57668998	11.19359572	9.692367798	AD
GSM4187306	10.9656141	12.86679497	11.86975868	10.9851372	Control
GSM4187307	10.78241967	12.40946598	11.67744511	10.60988518	Control
GSM4187308	9.232243401	11.15464731	10.76939421	9.432541029	Control
GSM4187309	11.51409787	12.97594412	11.90988703	11.37793598	Control
GSM4187311	9.111436216	11.29450693	10.59690533	9.332740281	AD
GSM4187312	11.04308934	12.17275833	11.90148661	10.85101775	AD
GSM4187314	11.4725584	13.08239134	11.84766786	11.21589091	Control
GSM4187315	9.180880271	10.58890508	11.76678161	9.783195313	AD
GSM4187317	10.34155541	12.22498488	11.37507039	10.10006719	Control
GSM4187318	10.98023179	12.77735455	11.51353226	10.71401934	Control
GSM4187321	9.985686364	11.52551253	11.20842999	9.622705787	AD
GSM4187323	10.19098554	11.72703725	11.54424275	10.05493316	Control
GSM4187324	10.40399574	11.85090706	11.53168057	10.07853188	Control
GSM4187326	9.910588026	11.74691126	11.41417091	9.837365805	AD
GSM4187327	9.871637839	11.39677866	11.39729235	9.655409095	Control
GSM4187330	9.865567374	11.74551902	11.37720411	9.583701438	Control
GSM4187331	9.914274018	11.24965482	11.32235145	9.690987391	Control
GSM4187332	9.553513436	10.83019826	10.66374082	9.668728019	Control
GSM4187334	9.738340687	11.49107781	11.65277882	9.749812229	AD
GSM4187335	9.618182345	10.95102308	10.70514708	9.466997835	Control
GSM4187336	9.607241531	11.82892898	10.87109095	9.479710796	AD
GSM4187339	9.559416728	11.36913292	11.11670474	9.574811018	Control
GSM4187340	9.844946686	11.49863951	11.04965218	9.935703687	Control
GSM4187342	9.335869979	11.23812465	10.83559258	9.30627996	Control
GSM4187343	10.02202111	11.73846381	10.9655944	9.86339348	Control
GSM4187344	9.332191775	11.02598284	11.50330713	9.501991767	Control
GSM4187345	9.334023824	11.00458935	11.26727754	9.363317914	Control
GSM4187346	10.53558508	12.38180058	11.39793164	10.23843449	Control
GSM4187347	9.443459361	11.29333176	11.3060303	9.779265717	AD
GSM4187348	9.579128399	11.00755692	10.84154419	9.397431039	Control
GSM4187349	9.0864252	10.75056785	10.48637771	9.373723954	Control
GSM4187350	9.498439557	11.35800108	11.18442572	9.59407103	Control
